isin,er_mean,er_sd,er_p05,er_p50,er_p95,prob_pos
US0109111056,0.38239490074870913,0.2626504779723291,-0.003212622543853938,0.3580844723747423,0.8481680884068897,0.948875
US2441991054,0.07688455779314797,0.09672379900907806,-0.07415038573250853,0.07337661255294389,0.24206229347382419,0.795625
JE00BWK75100,0.2078079160190138,0.16183106106377415,-0.04111231623015957,0.19808136303221976,0.4862968282276775,0.917125
US00206R1023,0.2524468553140907,0.11687929707805107,0.06798368226247686,0.24719491822733425,0.4520571400519555,0.9891875
US55287L1017,0.0654987420841392,0.15410047772461802,-0.1661521634647775,0.054379273503194964,0.33178338301011945,0.65725
US7170811035,0.23330026141474966,0.10468962820844542,0.07026605318799874,0.22909381920857608,0.41084556103422754,0.9885
PLTLKPL00017,0.03213577598028761,0.16165148075256836,-0.20672946782127474,0.020157426919199292,0.31157673110173884,0.55825
US65345N1063,1.3417747543453635,1.3099055866421592,0.06259996437831504,1.129775610896495,3.2472142356869904,0.9615
GB0004762810,0.26003493796623656,0.2278637643412783,-0.06367912972194029,0.24156133630748142,0.6338698435837676,0.9024375
ES0105251005,0.37133008399285256,0.21833929801502427,0.04862858086148973,0.3547373573725623,0.7477276627136872,0.9698125
US2358511028,0.2912966401397508,0.11549073533930782,0.11409863255079332,0.2857775546091894,0.48910820859168086,0.995625
US45826H1095,0.2651388919203142,0.16982945141372063,0.008631675787235091,0.25436788121480647,0.5601539484681173,0.956
US0554771032,0.38434865415541025,0.19565320346727483,0.08869588027311724,0.3718052751714993,0.7201347814771268,0.9823125
ES0129743318,0.22696089201801142,0.33217735941350474,-0.22355608101637595,0.18555827106903275,0.8205597743888337,0.761125
US79466L3024,0.4884887797837681,0.1059064530544904,0.32229464634601046,0.48504713839674707,0.6688326877827707,1.0
US1101221083,0.06672055465364518,0.09424928192312153,-0.08089131485441983,0.06318047880598655,0.229296720035325,0.7709375
GB0033147751,0.42922978121232647,0.25597807241542403,0.054979431786906854,0.40420104529495726,0.8800611952019926,0.9728125
NO0003058109,0.2729057360423425,0.5124854639230777,-0.3623308685498166,0.18281608982006237,1.2017652392951594,0.6898125
US8636671013,0.3273424520167911,0.11462659541073207,0.15181858542565663,0.32218897591036166,0.5233203753337051,0.9985
