Name,Currency,Issuer,ISIN,Sector,Maturity,S&P Rating,Coupon,Coupon frequency,YTM (Ask),Ask,Minimum size,Country of issue,Amount issued,Increment size,Subordinated,EU Tax,W/Tax,Accrued days,Accrued interest
DOMINICAN REP 6% 22.02.2033,USD,Dominican Republic,USP3579ECN50,Sovereign,2033-02-22,BB,6.000,Semi-Annual,5.883,100.625,150000,Dominican Republic,1782000000,1000,No,Yes,No,73.000,1.217
DOMINICAN REP 5.875% 28.10.2035,USD,Dominican Republic,USP3579ECZ80,Sovereign,2035-10-28,BB,5.880,Semi-Annual,6.050,98.625,150000,Dominican Republic,1600000000,1000,No,Yes,No,7.000,0.114
DOMINICAN REP 5.75% 17.03.2034,USD,Dominican Republic,USP3579EDA21,Sovereign,2034-03-17,BB,5.750,Semi-Annual,5.989,98.375,150000,Dominican Republic,1250000000,1000,No,Yes,No,78.000,1.246
DOMINICAN REP 6% 19.07.2028,USD,Dominican Republic,USP3579ECB13,Sovereign,2028-07-19,BB,6.000,Semi-Annual,4.967,102.250,150000,Dominican Republic,1300000000,1000,No,Yes,No,106.000,1.767
BOLIVIA 4.5% 20.03.2028,USD,Estado Plurinacional de Bolivia,USP37878AC26,Sovereign,2028-03-20,CCC+,4.500,Semi-Annual,6.632,97.000,200000,Bolivia,666700000,1000,No,Yes,No,45.000,0.562
BOLIVIA 7.5% 02.03.2030,USD,Estado Plurinacional de Bolivia,USP37878AE81,Sovereign,2030-02-03,CCC+,7.500,Semi-Annual,8.546,97.000,200000,Bolivia,850000000,1000,No,Yes,No,63.000,1.312
NIGERIA 6.5% 28.11.2027,USD,FEDERAL REPUBLIC OF NIGERIA,XS1717011982,Sovereign,2027-11-28,B-,6.500,Semi-Annual,5.231,102.000,200000,Nigeria,1500000000,1000,No,Yes,No,158.000,2.853
NIGERIA 8.631% 13.01.2036,USD,FEDERAL REPUBLIC OF NIGERIA,XS3218072919,Sovereign,2036-01-13,B-,8.630,Semi-Annual,7.074,110.750,200000,Nigeria,1247465000,1000,No,Yes,No,173.000,4.148
NIGERIA 7.875% 16.02.2032,USD,FEDERAL REPUBLIC OF NIGERIA,XS1566179039,Sovereign,2032-02-16,B-,7.880,Semi-Annual,6.504,106.375,200000,Nigeria,1500000000,1000,No,Yes,No,80.000,1.750
NIGERIA 6.125% 28.09.2028,USD,FEDERAL REPUBLIC OF NIGERIA,XS2384698994,Sovereign,2028-09-28,B-,6.130,Semi-Annual,5.445,101.500,200000,Nigeria,1250000000,1000,No,Yes,No,38.000,0.646
NIGERIA 7.375% 28.09.2033,USD,FEDERAL REPUBLIC OF NIGERIA,XS2384701020,Sovereign,2033-09-28,B-,7.380,Semi-Annual,6.764,103.250,200000,Nigeria,1500000000,1000,No,Yes,No,38.000,0.778
NIGERIA 7.143% 23.02.2030,USD,FEDERAL REPUBLIC OF NIGERIA,XS1777972511,Sovereign,2030-02-23,B-,7.140,Semi-Annual,5.874,104.250,200000,Nigeria,1250000000,1000,No,Yes,No,73.000,1.448
NIGERIA 8.375% 24.03.2029,USD,FEDERAL REPUBLIC OF NIGERIA,XS2445169985,Sovereign,2029-03-24,B-,8.380,Semi-Annual,5.341,108.000,200000,Nigeria,1250000000,1000,No,Yes,No,42.000,0.977
NIGERIA 9.625% 09.06.2031,USD,FEDERAL REPUBLIC OF NIGERIA,XS2948511949,Sovereign,2031-09-06,B-,9.630,Semi-Annual,6.414,113.750,200000,Nigeria,700000000,1000,No,Yes,No,147.000,3.930
NIGERIA 8.747% 21.01.2031,USD,FEDERAL REPUBLIC OF NIGERIA,XS1910827887,Sovereign,2031-01-21,B-,8.750,Semi-Annual,6.405,109.500,200000,Nigeria,1000000000,1000,No,Yes,No,105.000,2.551
NIGERIA 10.375% 09.12.2034,USD,FEDERAL REPUBLIC OF NIGERIA,XS2948512913,Sovereign,2034-09-12,B-,10.380,Semi-Annual,7.087,120.875,200000,Nigeria,1500000000,1000,No,Yes,No,147.000,4.237
AUSTRIA 0.5% 20.04.2027,EUR,Federal Chancellery of Austria,AT0000A1VGK0,Sovereign,2027-04-20,AA+,0.500,Annual,2.493,98.040,1000,Austria,15799028000,1000,No,Yes,Yes,16.000,0.022
AUSTRIA 3.825% 16.03.2035,EUR,Federal Chancellery of Austria,XS3241239030,Sovereign,2035-03-16,AA+,3.830,Annual,3.352,103.143,100000,Austria,600000000,100000,No,Yes,No,51.000,0.534
AUSTRIA 0% 20.02.2031,EUR,Federal Chancellery of Austria,AT0000A2NW83,Sovereign,2031-02-20,AA+,0.000,Annual,2.840,87.230,1000,Austria,17949236000,1000,No,Yes,Yes,75.000,0.000
AUSTRIA 0.75% 20.02.2028,EUR,Federal Chancellery of Austria,AT0000A1ZGE4,Sovereign,2028-02-20,AA+,0.750,Annual,2.606,96.670,1000,Austria,14399317000,1000,No,Yes,Yes,75.000,0.154
AUSTRIA 0% 30.07.2026,EUR,Federal Chancellery of Austria,AT0000A3QTP8,Sovereign,2026-07-30,NaN,0.000,NaN,2.046,99.523,100,Austria,2000000000,100,No,Yes,Yes,97.000,0.000
AUSTRIA 2.9% 20.02.2033,EUR,Federal Chancellery of Austria,AT0000A324S8,Sovereign,2033-02-20,AA+,2.900,Annual,3.025,98.960,1000,Austria,18922283000,1000,No,Yes,Yes,75.000,0.596
AUSTRIA 4% 13.04.2035,EUR,Federal Chancellery of Austria,XS3241239543,Sovereign,2035-04-13,AA+,4.000,Annual,3.337,104.558,100000,Austria,500000000,100000,No,Yes,No,23.000,0.252
AUSTRIA 3.445% 02.03.2035,EUR,Federal Chancellery of Austria,XS3241239972,Sovereign,2035-02-03,AA+,3.450,Annual,3.352,100.276,100000,Austria,250000000,100000,No,Yes,No,65.000,0.614
AUSTRIA 2.4% 23.05.2034,EUR,Federal Chancellery of Austria,AT0000A10683,Sovereign,2034-05-23,AA+,2.400,Annual,3.126,94.640,1000,Austria,10429919000,1000,No,Yes,Yes,348.000,2.288
AUSTRIA 2.8% 20.09.2032,EUR,Federal Chancellery of Austria,AT0000A3NY15,Sovereign,2032-09-20,AA+,2.800,Annual,2.957,98.771,100,Austria,5202500000,100,No,Yes,Yes,246.000,1.887
AUSTRIA 6.25% 15.07.2027,EUR,Federal Chancellery of Austria,AT0000383864,Sovereign,2027-07-15,AA+,6.250,Annual,2.573,104.128,0,Austria,9899531002,0,No,Yes,Yes,295.000,5.051
AUSTRIA 0% 20.02.2030,EUR,Federal Chancellery of Austria,AT0000A2CQD2,Sovereign,2030-02-20,AA+,0.000,Annual,2.747,89.980,1000,Austria,14733848000,1000,No,Yes,Yes,75.000,0.000
AUSTRIA 2% 15.07.2026,EUR,Federal Chancellery of Austria,AT0000A308C5,Sovereign,2026-07-15,AA+,2.000,Annual,2.025,99.980,1000,Austria,4885124000,1000,No,Yes,Yes,295.000,1.616
AUSTRIA 0% 28.05.2026,EUR,Federal Chancellery of Austria,AT0000A3QTQ6,Sovereign,2026-05-28,NaN,0.000,NaN,1.901,99.884,100,Austria,2250000000,100,No,Yes,Yes,69.000,0.000
AUSTRIA 2.9% 20.02.2034,EUR,Federal Chancellery of Austria,AT0000A39UW5,Sovereign,2034-02-20,AA+,2.900,Annual,3.116,98.244,100,Austria,13796803700,100,No,Yes,Yes,75.000,0.596
AUSTRIA 3.56% 19.10.2029,EUR,Federal Chancellery of Austria,XS0749005186,Sovereign,2029-10-19,AA+,3.560,Annual,2.974,101.675,100000,Austria,109000000,100000,No,Yes,No,199.000,1.941
AUSTRIA 3.91% 05.04.2035,EUR,Federal Chancellery of Austria,XS3241238149,Sovereign,2035-05-04,AA+,3.910,Annual,3.352,103.806,100000,Austria,750000000,100000,No,Yes,No,31.000,0.332
AUSTRIA 0% 14.01.2032,EUR,Federal Chancellery of Austria,XS1627601906,Sovereign,2032-01-14,NaN,0.000,NaN,2.979,84.422,1,Austria,1108322805,1,No,Yes,No,112.000,0.000
AUSTRIA 2.5% 20.10.2029,EUR,Federal Chancellery of Austria,AT0000A3EPP2,Sovereign,2029-10-20,AA+,2.500,Annual,2.729,99.033,100,Austria,8975000000,100,No,Yes,Yes,198.000,1.356
AUSTRIA 0% 30.06.2027,EUR,Federal Chancellery of Austria,XS2648467145,Sovereign,2027-06-30,AA+,0.000,NaN,2.853,96.721,1,Austria,107320000,1,No,Yes,No,310.000,0.000
AUSTRIA 0.9% 20.02.2032,EUR,Federal Chancellery of Austria,AT0000A2WSC8,Sovereign,2032-02-20,AA+,0.900,Annual,2.932,89.070,1000,Austria,13974429000,1000,No,Yes,Yes,75.000,0.185
AUSTRIA 0.5% 20.02.2029,EUR,Federal Chancellery of Austria,AT0000A269M8,Sovereign,2029-02-20,AA+,0.500,Annual,2.661,94.070,1000,Austria,15741577000,1000,No,Yes,Yes,75.000,0.103
AUSTRIA 0% 24.09.2026,EUR,Federal Chancellery of Austria,AT0000A3QTR4,Sovereign,2026-09-24,NaN,0.000,NaN,2.174,99.135,100,Austria,1750000000,100,No,Yes,Yes,41.000,0.000
AUSTRIA 0.75% 20.10.2026,EUR,Federal Chancellery of Austria,AT0000A1K9C8,Sovereign,2026-10-20,AA+,0.750,Annual,2.240,99.287,1000,Austria,16955895000,1000,No,Yes,Yes,198.000,0.407
AUSTRIA 4% 11.05.2035,EUR,Federal Chancellery of Austria,XS3241239386,Sovereign,2035-11-05,AA+,4.000,Annual,3.352,104.535,100000,Austria,50000000,100000,No,Yes,No,360.000,3.945
AUSTRIA 5.375% 01.12.2034,CAD,Federal Chancellery of Austria,US052591AS38,Sovereign,2034-01-12,AA+,5.380,Semi-Annual,4.156,108.716,1000,Austria,300000000,1000,No,Yes,No,155.000,2.289
AUSTRIA 3.45% 20.10.2030,EUR,Federal Chancellery of Austria,AT0000A38239,Sovereign,2030-10-20,AA+,3.450,Annual,2.795,102.374,100,Austria,12762038300,100,No,Yes,Yes,198.000,1.871
AUSTRIA 0% 29.10.2026,EUR,Federal Chancellery of Austria,AT0000A3TF04,Sovereign,2026-10-29,NaN,0.000,NaN,2.243,98.880,100,Austria,1000000000,100,No,Yes,Yes,6.000,0.000
AUSTRIA 3.2% 20.02.2036,EUR,Federal Chancellery of Austria,AT0000A3RVH9,Sovereign,2036-02-20,AA+,3.200,Annual,3.289,98.716,100,Austria,8059643600,100,No,Yes,Yes,98.000,0.859
AUSTRIA 2.9% 23.05.2029,EUR,Federal Chancellery of Austria,AT0000A33SH3,Sovereign,2029-05-23,AA+,2.900,Annual,2.618,100.620,1000,Austria,7815324000,1000,No,Yes,Yes,348.000,2.765
AUSTRIA 0% 20.10.2028,EUR,Federal Chancellery of Austria,AT0000A2VB47,Sovereign,2028-10-20,AA+,0.000,Annual,2.649,93.625,1000,Austria,11766213000,1000,No,Yes,Yes,198.000,0.000
BRAZIL 3.75% 12.09.2031,USD,Federative Republic of Brazil,US105756CE88,Sovereign,2031-12-09,BB,3.750,Semi-Annual,5.154,93.375,200000,Brazil,1500000000,1000,No,Yes,No,53.000,0.552
BRAZIL 5.5% 04.02.2033,USD,Federative Republic of Brazil,US105756CP36,Sovereign,2033-04-02,BB,5.500,Semi-Annual,5.585,99.500,200000,Brazil,1500000000,1000,No,Yes,No,171.000,2.612
BRAZIL 6.25% 18.03.2031,USD,Federative Republic of Brazil,US105756CG37,Sovereign,2031-03-18,BB,6.250,Semi-Annual,4.991,105.125,200000,Brazil,2000000000,1000,No,Yes,No,47.000,0.816
BRAZIL 5.5% 06.11.2030,USD,Federative Republic of Brazil,US105756CM05,Sovereign,2030-06-11,BB,5.500,Semi-Annual,4.875,102.500,200000,Brazil,2250000000,1000,No,Yes,No,179.000,2.735
BRAZIL 8.25% 20.01.2034,USD,Federative Republic of Brazil,US105756BB58,Sovereign,2034-01-20,BB,8.250,Semi-Annual,5.566,116.500,1000,Brazil,1369310000,1000,No,Yes,No,105.000,2.406
BRAZIL 6% 20.10.2033,USD,Federative Republic of Brazil,US105756CF53,Sovereign,2033-10-20,BB,6.000,Semi-Annual,5.687,101.750,200000,Brazil,2250000000,1000,No,Yes,No,15.000,0.250
BRAZIL 3.875% 12.06.2030,USD,Federative Republic of Brazil,US105756CC23,Sovereign,2030-12-06,BB,3.880,Semi-Annual,4.755,96.500,200000,Brazil,3500000000,1000,No,Yes,No,143.000,1.539
BRAZIL 4.625% 13.01.2028,USD,Federative Republic of Brazil,US105756BZ27,Sovereign,2028-01-13,BB,4.630,Semi-Annual,4.083,100.750,200000,Brazil,3000000000,1000,No,Yes,No,112.000,1.439
BRAZIL 6.125% 15.03.2034,USD,Federative Republic of Brazil,US105756CH10,Sovereign,2034-03-15,BB,6.130,Semi-Annual,5.764,102.125,200000,Brazil,2250000000,1000,No,Yes,No,50.000,0.851
BRAZIL 4.875% 23.04.2033,EUR,Federative Republic of Brazil,XS3344411643,Sovereign,2033-04-23,BB,4.880,Annual,4.902,100.095,100000,Brazil,1500000000,1000,No,Yes,No,13.000,0.174
BRAZIL 6.125% 22.01.2032,USD,Federative Republic of Brazil,US105756CK49,Sovereign,2032-01-22,BB,6.130,Semi-Annual,5.327,103.750,200000,Brazil,2000000000,1000,No,Yes,No,103.000,1.752
BRAZIL 5.5% 23.04.2036,EUR,Federative Republic of Brazil,XS3344411726,Sovereign,2036-04-23,BB,5.500,Annual,5.373,101.089,100000,Brazil,1500000000,1000,No,Yes,No,13.000,0.196
BRAZIL 10.25% 10.01.2028,BRL,Federative Republic of Brazil,US105756BN96,Sovereign,2028-10-01,BB,10.250,Semi-Annual,10.452,99.510,250000,Brazil,4764785000,1000,No,Yes,No,115.000,3.274
BRAZIL 12.25% 06.03.2030,USD,Federative Republic of Brazil,US105756AL40,Sovereign,2030-06-03,BB,12.250,Semi-Annual,4.349,127.250,1000,Brazil,237592000,1000,No,No,No,59.000,2.008
BRAZIL 4.5% 30.05.2029,USD,Federative Republic of Brazil,US105756CA66,Sovereign,2029-05-30,BB,4.500,Semi-Annual,4.406,100.625,200000,Brazil,2000000000,1000,No,Yes,No,155.000,1.938
BRAZIL 4% 23.04.2030,EUR,Federative Republic of Brazil,XS3344411486,Sovereign,2030-04-23,BB,4.000,Annual,4.025,100.008,100000,Brazil,2000000000,1000,No,Yes,No,13.000,0.142
BRAZIL 6.625% 15.03.2035,USD,Federative Republic of Brazil,US105756CL22,Sovereign,2035-03-15,BB,6.630,Semi-Annual,5.962,104.375,200000,Brazil,4500000000,1000,No,Yes,No,50.000,0.920
BRAZIL 10.125% 15.05.2027,USD,Federative Republic of Brazil,US105756AE07,Sovereign,2027-05-15,BB,10.130,Semi-Annual,3.981,106.375,1000,Brazil,765023000,1000,No,Yes,No,170.000,4.781
PANAMA 6.875% 31.01.2036,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299BW36,Sovereign,2036-01-31,BBB-,6.880,Semi-Annual,5.431,110.467,200000,Panama,1000000000,1000,No,Yes,No,95.000,1.814
PANAMA 3.362% 30.06.2031,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,USP90603AP97,Sovereign,2031-06-30,BBB-,3.360,Semi-Annual,5.205,92.138,1000,Panama,1250000000,1000,No,Yes,No,125.000,1.167
PANAMA 8.125% 28.04.2034,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299AT16,Sovereign,2034-04-28,BBB-,8.130,Semi-Annual,6.040,113.049,1000,Panama,84479000,1000,No,Yes,No,7.000,0.158
PANAMA 7.5% 01.03.2031,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299BX19,Sovereign,2031-01-03,BBB-,7.500,Semi-Annual,4.542,112.165,200000,Panama,389135000,1000,No,Yes,No,64.000,1.333
PANAMA 6.7% 26.01.2036,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299AW45,Sovereign,2036-01-26,BBB-,6.700,Semi-Annual,5.331,109.997,1000,Panama,2033893000,1000,No,Yes,No,99.000,1.843
PANAMA 9.375% 01.04.2029,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299AK07,Sovereign,2029-01-04,BBB-,9.380,Semi-Annual,4.388,113.332,1000,Panama,407335000,1000,No,Yes,No,34.000,0.885
PANAMA 6.4% 14.02.2035,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299BT07,Sovereign,2035-02-14,BBB-,6.400,Semi-Annual,5.331,107.244,200000,Panama,2300000000,1000,No,Yes,No,81.000,1.440
PANAMA 8.875% 30.09.2027,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299AD63,Sovereign,2027-09-30,BBB-,8.880,Semi-Annual,4.211,106.156,1000,Panama,975000000,1000,No,Yes,No,35.000,0.863
PANAMA 3.298% 19.01.2033,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299BR41,Sovereign,2033-01-19,BBB-,3.300,Semi-Annual,5.026,90.133,200000,Panama,1000000000,1000,No,Yes,No,106.000,0.971
PANAMA 3.16% 23.01.2030,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299BK97,Sovereign,2030-01-23,BBB-,3.160,Semi-Annual,4.527,95.242,200000,Panama,1550000000,1000,No,Yes,No,102.000,0.895
PANAMA 5.227% 23.02.2034,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299CB89,Sovereign,2034-02-23,BBB-,5.230,Semi-Annual,5.205,100.125,200000,Panama,1490000000,1000,No,Yes,No,72.000,1.045
PANAMA 3.875% 17.03.2028,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299BF03,Sovereign,2028-03-17,BBB-,3.880,Semi-Annual,4.348,99.031,200000,Panama,1253988000,1000,No,Yes,No,48.000,0.517
PANAMA 2.252% 29.09.2032,USD,GOBIERNO DE LA REPUBLICA DE PANAMA,US698299BN37,Sovereign,2032-09-29,BBB-,2.250,Semi-Annual,4.993,85.140,200000,Panama,2500000000,1000,No,Yes,No,36.000,0.225
BERMUDA 2.375% 20.08.2030,USD,GOVERNMENT OF BERMUDA,USG10367AE36,Sovereign,2030-08-20,A+,2.380,Semi-Annual,4.764,90.793,200000,Bermuda,675000000,1000,No,Yes,No,75.000,0.495
BERMUDA 5% 15.07.2032,USD,GOVERNMENT OF BERMUDA,USG10367AH66,Sovereign,2032-07-15,A+,5.000,Semi-Annual,4.833,101.087,200000,Bermuda,890000000,1000,No,Yes,No,115.000,1.597
BERMUDA 3.717% 25.01.2027,USD,GOVERNMENT OF BERMUDA,USG10367AD52,Sovereign,2027-01-25,A+,3.720,Semi-Annual,3.125,100.610,200000,Bermuda,604624000,1000,No,Yes,No,100.000,1.032
BERMUDA 4.75% 15.02.2029,USD,GOVERNMENT OF BERMUDA,USG10367AF01,Sovereign,2029-02-15,A+,4.750,Semi-Annual,4.594,100.427,200000,Bermuda,449268000,1000,No,Yes,No,80.000,1.056
GERMANY 2.4% 15.11.2030,EUR,"Germany, Federal Republic of (Government)",DE000BU27006,Sovereign,2030-11-15,NaN,2.400,Annual,2.714,98.424,0,Germany,28000000000,0,No,Yes,Yes,172.000,1.131
GERMANY 2.9% 18.06.2026,EUR,"Germany, Federal Republic of (Government)",DE000BU22056,Sovereign,2026-06-18,NaN,2.900,Annual,2.127,100.083,0,Germany,19000000000,0,No,Yes,Yes,322.000,2.558
GERMANY 2.3% 15.02.2033,EUR,"Germany, Federal Republic of (Government)",DE000BU3Z005,Sovereign,2033-02-15,NaN,2.300,Annual,2.835,96.436,0,Germany,13000000000,0,No,Yes,Yes,80.000,0.504
GERMANY 2.2% 11.03.2027,EUR,"Germany, Federal Republic of (Government)",DE000BU22080,Sovereign,2027-11-03,NaN,2.200,Annual,2.468,99.690,0,Germany,18500000000,0,No,Yes,Yes,56.000,0.338
GERMANY 4.75% 04.07.2034,EUR,"Germany, Federal Republic of (Government)",DE0001135226,Sovereign,2034-04-07,NR,4.750,Annual,2.895,112.937,0,Germany,24500000000,0,No,Yes,Yes,306.000,3.982
GERMANY 2.5% 15.02.2035,EUR,"Germany, Federal Republic of (Government)",DE000BU3Z047,Sovereign,2035-02-15,NaN,2.500,Annual,2.958,96.119,0,Germany,8000000000,0,No,Yes,Yes,80.000,0.548
GERMANY 0% 16.09.2026,EUR,"Germany, Federal Republic of (Government)",DE000BU0E337,Sovereign,2026-09-16,NaN,0.000,NaN,2.042,99.215,0,Germany,12000000000,0,No,Yes,Yes,231.000,0.000
GERMANY 2.1% 15.03.2028,EUR,"Germany, Federal Republic of (Government)",DE000BU22122,Sovereign,2028-03-15,NaN,2.100,Annual,2.605,98.919,0,Germany,22000000000,0,No,Yes,Yes,97.000,0.558
GERMANY 0% 15.05.2035,EUR,"Germany, Federal Republic of (Government)",DE0001102515,Sovereign,2035-05-15,NaN,0.000,Annual,2.991,76.334,0,Germany,23750000000,0,No,Yes,Yes,356.000,0.000
GERMANY 0% 15.11.2026,EUR,"Germany, Federal Republic of (Government)",DE0003811774,Sovereign,2026-11-15,NaN,0.000,NaN,3.760,98.043,0,Germany,252000000,0,No,Yes,Yes,171.000,0.000
GERMANY 0% 17.02.2027,EUR,"Germany, Federal Republic of (Government)",DE000BU0E386,Sovereign,2027-02-17,NaN,0.000,NaN,2.366,98.061,0,Germany,5000000000,0,No,Yes,Yes,77.000,0.000
GERMANY 0% 13.05.2026,EUR,"Germany, Federal Republic of (Government)",DE000BU0E295,Sovereign,2026-05-13,NaN,0.000,NaN,1.741,99.966,0,Germany,11000000000,0,No,Yes,Yes,357.000,0.000
GERMANY 0% 14.10.2026,EUR,"Germany, Federal Republic of (Government)",DE000BU0E345,Sovereign,2026-10-14,NaN,0.000,NaN,2.124,99.020,0,Germany,8500000000,0,No,Yes,Yes,203.000,0.000
GERMANY 0% 15.11.2028,EUR,"Germany, Federal Republic of (Government)",DE0001102556,Sovereign,2028-11-15,NaN,0.000,Annual,2.585,93.590,0,Germany,27000000000,0,No,Yes,Yes,172.000,0.000
GERMANY 0.25% 15.08.2028,EUR,"Germany, Federal Republic of (Government)",DE0001102457,Sovereign,2028-08-15,NaN,0.250,Annual,2.591,94.740,0,Germany,28500000000,0,No,Yes,Yes,264.000,0.181
GERMANY 0% 17.06.2026,EUR,"Germany, Federal Republic of (Government)",DE000BU0E303,Sovereign,2026-06-17,NaN,0.000,NaN,1.725,99.781,0,Germany,13500000000,0,No,Yes,Yes,322.000,0.000
GERMANY 4.75% 04.07.2028,EUR,"Germany, Federal Republic of (Government)",DE0001135085,Sovereign,2028-04-07,NR,4.750,Annual,2.551,104.397,0,Germany,13750000000,0,No,Yes,Yes,306.000,3.982
GERMANY 0% 15.08.2030,EUR,"Germany, Federal Republic of (Government)",DE0001030708,Sovereign,2030-08-15,NaN,0.000,Annual,2.648,89.205,0,Germany,11000000000,0,No,Yes,Yes,264.000,0.000
GERMANY 0% 15.08.2026,EUR,"Germany, Federal Republic of (Government)",DE0001102408,Sovereign,2026-08-15,NaN,0.000,Annual,2.175,99.389,0,Germany,32500000000,0,No,Yes,Yes,264.000,0.000
GERMANY 0% 14.04.2027,EUR,"Germany, Federal Republic of (Government)",DE000BU0E402,Sovereign,2027-04-14,NaN,0.000,NaN,2.378,97.690,0,Germany,3000000000,0,No,Yes,Yes,21.000,0.000
GERMANY 2.5% 16.04.2031,EUR,"Germany, Federal Republic of (Government)",DE000BU25067,Sovereign,2031-04-16,NaN,2.500,Annual,2.721,98.619,0,Germany,26000000000,0,No,Yes,Yes,111.000,0.760
GERMANY 0% 15.11.2027,EUR,"Germany, Federal Republic of (Government)",DE0003811782,Sovereign,2027-11-15,NaN,0.000,NaN,2.089,96.792,0,Germany,252000000,0,No,Yes,Yes,171.000,0.000
GERMANY 0% 15.11.2028,EUR,"Germany, Federal Republic of (Government)",DE0003811790,Sovereign,2028-11-15,NaN,0.000,NaN,2.959,92.783,0,Germany,252000000,0,No,Yes,Yes,171.000,0.000
GERMANY 5.5% 04.01.2031,EUR,"Germany, Federal Republic of (Government)",DE0001135176,Sovereign,2031-04-01,NR,5.500,Annual,2.684,111.937,0,Germany,21500000000,0,No,Yes,Yes,122.000,1.838
GERMANY 2.1% 15.11.2029,EUR,"Germany, Federal Republic of (Government)",DE0001102622,Sovereign,2029-11-15,NaN,2.100,Annual,2.672,97.887,0,Germany,26000000000,0,No,Yes,Yes,172.000,0.990
GERMANY 2.7% 17.09.2026,EUR,"Germany, Federal Republic of (Government)",DE000BU22064,Sovereign,2026-09-17,NaN,2.700,Annual,2.213,100.140,0,Germany,19000000000,0,No,Yes,Yes,231.000,1.709
GERMANY 2% 10.12.2026,EUR,"Germany, Federal Republic of (Government)",DE000BU22072,Sovereign,2026-10-12,NaN,2.000,Annual,2.363,99.740,0,Germany,19000000000,0,No,Yes,Yes,147.000,0.805
GERMANY 0% 17.03.2027,EUR,"Germany, Federal Republic of (Government)",DE000BU0E394,Sovereign,2027-03-17,NaN,0.000,NaN,2.341,97.899,0,Germany,5000000000,0,No,Yes,Yes,49.000,0.000
GERMANY 1.7% 15.08.2032,EUR,"Germany, Federal Republic of (Government)",DE0001102606,Sovereign,2032-08-15,NaN,1.700,Annual,2.789,93.517,0,Germany,28000000000,0,No,Yes,Yes,264.000,1.230
GERMANY 6.25% 04.01.2030,EUR,"Germany, Federal Republic of (Government)",DE0001135143,Sovereign,2030-04-01,NR,6.250,Annual,2.641,112.226,0,Germany,11750000000,0,No,Yes,Yes,122.000,2.089
GERMANY 2.1% 12.04.2029,EUR,"Germany, Federal Republic of (Government)",DE000BU25026,Sovereign,2029-12-04,NaN,2.100,Annual,2.640,98.312,0,Germany,25000000000,0,No,Yes,Yes,24.000,0.138
GERMANY 1.3% 15.10.2027,EUR,"Germany, Federal Republic of (Government)",DE0001030740,Sovereign,2027-10-15,NaN,1.300,Annual,2.539,98.136,0,Germany,9750000000,0,No,Yes,Yes,203.000,0.723
GERMANY 0% 15.11.2029,EUR,"Germany, Federal Republic of (Government)",DE0003811808,Sovereign,2029-11-15,NaN,0.000,NaN,2.560,91.328,0,Germany,252000000,0,No,Yes,Yes,171.000,0.000
GERMANY 0% 15.07.2026,EUR,"Germany, Federal Republic of (Government)",DE000BU0E311,Sovereign,2026-07-15,NaN,0.000,NaN,1.865,99.638,0,Germany,13500000000,0,No,Yes,Yes,294.000,0.000
GERMANY 0% 15.08.2029,EUR,"Germany, Federal Republic of (Government)",DE0001102473,Sovereign,2029-08-15,NaN,0.000,Annual,2.628,91.668,0,Germany,29500000000,0,No,Yes,Yes,264.000,0.000
GERMANY 0.5% 15.02.2028,EUR,"Germany, Federal Republic of (Government)",DE0001102440,Sovereign,2028-02-15,NaN,0.500,Annual,2.586,96.282,0,Germany,28500000000,0,No,Yes,Yes,80.000,0.110
GERMANY 0.25% 15.02.2029,EUR,"Germany, Federal Republic of (Government)",DE0001102465,Sovereign,2029-02-15,NaN,0.250,Annual,2.601,93.613,0,Germany,29500000000,0,No,Yes,Yes,80.000,0.055
GERMANY 0% 15.02.2031,EUR,"Germany, Federal Republic of (Government)",DE0001102531,Sovereign,2031-02-15,NaN,0.000,Annual,2.693,87.835,0,Germany,28000000000,0,No,Yes,Yes,80.000,0.000
GERMANY 2.4% 18.04.2030,EUR,"Germany, Federal Republic of (Government)",DE000BU25042,Sovereign,2030-04-18,NaN,2.400,Annual,2.694,98.673,0,Germany,32000000000,0,No,Yes,Yes,18.000,0.118
GERMANY 0% 15.02.2030,EUR,"Germany, Federal Republic of (Government)",DE0001102499,Sovereign,2030-02-15,NaN,0.000,Annual,2.667,90.316,0,Germany,28000000000,0,No,Yes,Yes,80.000,0.000
GERMANY 1.3% 15.10.2027,EUR,"Germany, Federal Republic of (Government)",DE0001141869,Sovereign,2027-10-15,NaN,1.300,Annual,2.572,98.098,0,Germany,30000000000,0,No,Yes,Yes,203.000,0.723
