Name,Currency,Issuer,ISIN,Sector,Maturity,S&P Rating,Coupon,Coupon frequency,YTM (Ask),Ask,Minimum size,Country of issue,Amount issued,Increment size,Subordinated,EU Tax,W/Tax,Accrued days,Accrued interest
US AMERICA 0.75% 31.01.2028,USD,United States of America,US91282CBJ99,Sovereign,2028-01-31,NaN,0.750,Semi-Annual,3.876,94.676,100,USA,69770849700,100,No,Yes,No,102.000,0.208
US AMERICA 3.5% 30.09.2029,USD,United States of America,US91282CLN91,Sovereign,2029-09-30,NaN,3.500,Semi-Annual,3.939,98.402,100,USA,71324682000,100,No,Yes,No,41.000,0.394
US AMERICA 3.875% 31.07.2030,USD,United States of America,US91282CNN73,Sovereign,2030-07-31,NaN,3.880,Semi-Annual,3.985,99.301,100,USA,74766596300,100,No,Yes,No,102.000,1.074
US AMERICA 3.875% 15.08.2033,USD,United States of America,US91282CHT18,Sovereign,2033-08-15,AAA,3.880,Semi-Annual,4.221,97.496,100,USA,122099798800,100,No,Yes,No,87.000,0.916
US AMERICA 2.875% 30.04.2029,USD,United States of America,US91282CEM91,Sovereign,2029-04-30,NaN,2.880,Semi-Annual,3.914,96.930,100,USA,48814233500,100,No,Yes,No,10.000,0.079
US AMERICA 4% 30.06.2032,USD,United States of America,US91282CNJ61,Sovereign,2032-06-30,NaN,4.000,Semi-Annual,3.993,3.993,100,USA,48378224700,100,No,Yes,No,133.000,1.446
US AMERICA 3.75% 30.04.2028,USD,United States of America,US91282CQL80,Sovereign,2028-04-30,NaN,3.750,Semi-Annual,3.890,99.633,100,USA,77684221100,100,No,Yes,No,NaN,NaN
US AMERICA 1.5% 15.08.2026,USD,United States of America,US9128282A70,Sovereign,2026-08-15,NaN,1.500,Semi-Annual,4.502,99.371,100,USA,64404240500,100,No,Yes,No,87.000,0.355
US AMERICA 2.375% 15.05.2029,USD,United States of America,US9128286T26,Sovereign,2029-05-15,NaN,2.380,Semi-Annual,3.916,95.461,100,USA,84173058900,100,No,Yes,No,179.000,1.155
US AMERICA 4.625% 30.09.2030,USD,United States of America,US91282CHZ77,Sovereign,2030-09-30,NaN,4.630,Semi-Annual,3.991,102.242,100,USA,36834903800,100,No,Yes,No,41.000,0.521
US AMERICA 1.125% 31.10.2026,USD,United States of America,US91282CDG33,Sovereign,2026-10-31,NaN,1.130,Semi-Annual,4.201,98.730,100,USA,66586691100,100,No,Yes,No,10.000,0.031
US AMERICA 1.875% 31.07.2026,USD,United States of America,US912828Y958,Sovereign,2026-07-31,NaN,1.880,Semi-Annual,4.550,99.566,100,USA,30977132300,100,No,Yes,No,102.000,0.520
US AMERICA 4.125% 30.04.2033,USD,United States of America,US91282CQN47,Sovereign,2033-04-30,NaN,4.130,Semi-Annual,4.206,99.180,100,USA,49537771700,100,No,Yes,No,NaN,NaN
US AMERICA 3.625% 15.05.2026,USD,United States of America,US91282CHB00,Sovereign,2026-05-15,NaN,3.630,Semi-Annual,4.091,99.984,100,USA,46092822000,100,No,Yes,No,179.000,1.763
US AMERICA 4.125% 31.10.2027,USD,United States of America,US91282CFU09,Sovereign,2027-10-31,NaN,4.130,Semi-Annual,3.861,100.316,100,USA,42612555900,100,No,Yes,No,10.000,0.114
US AMERICA 0.5% 30.04.2027,USD,United States of America,US912828ZN34,Sovereign,2027-04-30,NaN,0.500,Semi-Annual,3.744,96.840,100,USA,37218590200,100,No,Yes,No,10.000,0.014
US AMERICA 0.5% 31.08.2027,USD,United States of America,US91282CAH43,Sovereign,2027-08-31,NaN,0.500,Semi-Annual,3.847,95.688,100,USA,50805075700,100,No,Yes,No,71.000,0.098
US AMERICA 1.25% 31.03.2028,USD,United States of America,US91282CBS98,Sovereign,2028-03-31,NaN,1.250,Semi-Annual,3.883,95.102,100,USA,72851916000,100,No,Yes,No,41.000,0.141
US AMERICA 0.5% 30.06.2027,USD,United States of America,US912828ZV59,Sovereign,2027-06-30,NaN,0.500,Semi-Annual,3.815,96.270,100,USA,45951731900,100,No,Yes,No,133.000,0.181
US AMERICA 3.25% 30.06.2027,USD,United States of America,US91282CEW73,Sovereign,2027-06-30,NaN,3.250,Semi-Annual,3.797,99.340,100,USA,50592571800,100,No,Yes,No,133.000,1.175
US AMERICA 3.875% 30.11.2029,USD,United States of America,US91282CFY21,Sovereign,2029-11-30,NaN,3.880,Semi-Annual,3.953,99.559,100,USA,38155411300,100,No,Yes,No,163.000,1.726
US AMERICA 3.5% 31.01.2030,USD,United States of America,US91282CGJ45,Sovereign,2030-01-31,NaN,3.500,Semi-Annual,3.960,98.211,100,USA,34045566000,100,No,Yes,No,102.000,0.970
US AMERICA 3.875% 30.06.2030,USD,United States of America,US91282CNK35,Sovereign,2030-06-30,NaN,3.880,Semi-Annual,3.984,99.348,100,USA,76965547200,100,No,Yes,No,133.000,1.400
US AMERICA 4.25% 31.01.2030,USD,United States of America,US91282CMG32,Sovereign,2030-01-31,NaN,4.250,Semi-Annual,3.959,100.777,100,USA,73885625600,100,No,Yes,No,102.000,1.178
US AMERICA 3.625% 31.10.2030,USD,United States of America,US91282CPD73,Sovereign,2030-10-31,NaN,3.630,Semi-Annual,4.002,98.246,100,USA,74019363100,100,No,Yes,No,10.000,0.100
US AMERICA 0% 06.08.2026,USD,United States of America,US912797RG48,Sovereign,2026-06-08,NaN,0.000,NaN,3.690,99.071,100,USA,133270264900,100,No,Yes,No,95.000,0.000
US AMERICA 4% 15.12.2027,USD,United States of America,US91282CMB45,Sovereign,2027-12-15,NaN,4.000,Semi-Annual,3.868,100.117,100,USA,58415371000,100,No,Yes,No,148.000,1.617
US AMERICA 1.25% 30.06.2028,USD,United States of America,US91282CCH25,Sovereign,2028-06-30,NaN,1.250,Semi-Annual,3.887,94.469,100,USA,70834102100,100,No,Yes,No,133.000,0.452
US AMERICA 4.375% 31.07.2026,USD,United States of America,US91282CLB53,Sovereign,2026-07-31,NaN,4.380,Semi-Annual,4.540,100.164,100,USA,66460888300,100,No,Yes,No,102.000,1.213
US AMERICA 0.75% 31.08.2026,USD,United States of America,US91282CCW91,Sovereign,2026-08-31,NaN,0.750,Semi-Annual,4.408,99.051,100,USA,59156147000,100,No,Yes,No,71.000,0.147
US AMERICA 1.125% 15.02.2031,USD,United States of America,US91282CBL46,Sovereign,2031-02-15,NaN,1.130,Semi-Annual,4.006,87.309,100,USA,140062614700,100,No,Yes,No,87.000,0.266
US AMERICA 4% 31.01.2033,USD,United States of America,US91282CPY11,Sovereign,2033-01-31,NaN,4.000,Semi-Annual,4.183,98.633,100,USA,47100452700,100,No,Yes,No,NaN,NaN
US AMERICA 3.75% 28.02.2033,USD,United States of America,US91282CQC81,Sovereign,2033-02-28,NaN,3.750,Semi-Annual,4.190,97.195,100,USA,49271026700,100,No,Yes,No,NaN,NaN
US AMERICA 1.375% 31.12.2028,USD,United States of America,US91282CDP32,Sovereign,2028-12-31,NaN,1.380,Semi-Annual,3.893,93.539,100,USA,63608180100,100,No,Yes,No,133.000,0.497
US AMERICA 4.125% 31.03.2029,USD,United States of America,US91282CKG59,Sovereign,2029-03-31,NaN,4.130,Semi-Annual,3.907,100.426,100,USA,66999721600,100,No,Yes,No,41.000,0.465
US AMERICA 1.5% 30.11.2028,USD,United States of America,US91282CDL28,Sovereign,2028-11-30,NaN,1.500,Semi-Annual,3.898,94.035,100,USA,62983620600,100,No,Yes,No,163.000,0.668
US AMERICA 4.125% 31.01.2027,USD,United States of America,US91282CMH15,Sovereign,2027-01-31,NaN,4.130,Semi-Annual,3.976,100.270,100,USA,66585780700,100,No,Yes,No,102.000,1.143
US AMERICA 4.25% 15.02.2028,USD,United States of America,US91282CMN82,Sovereign,2028-02-15,NaN,4.250,Semi-Annual,3.874,100.535,100,USA,73431099300,100,No,Yes,No,87.000,1.005
US AMERICA 0% 25.08.2026,USD,United States of America,US912797UV77,Sovereign,2026-08-25,NaN,0.000,NaN,3.677,98.887,100,USA,69918225000,100,No,Yes,No,NaN,NaN
US AMERICA 5.5% 15.08.2028,USD,United States of America,US912810FE39,Sovereign,2028-08-15,NR,5.500,Semi-Annual,4.027,103.090,100,USA,11776201000,100,No,No,No,87.000,1.300
US AMERICA 6.125% 15.08.2029,USD,United States of America,US912810FJ26,Sovereign,2029-08-15,NR,6.130,Semi-Annual,3.995,106.250,100,USA,11178580000,100,No,No,No,87.000,1.448
US AMERICA 6.25% 15.05.2030,USD,United States of America,US912810FM54,Sovereign,2030-05-15,NR,6.250,Semi-Annual,4.030,107.957,100,USA,17043162000,100,No,No,No,179.000,3.040
US AMERICA 3.75% 31.05.2030,USD,United States of America,US91282CHF14,Sovereign,2030-05-31,NaN,3.750,Semi-Annual,3.986,98.902,100,USA,40694951400,100,No,Yes,No,163.000,1.670
US AMERICA 0% 13.08.2026,USD,United States of America,US912797TW79,Sovereign,2026-08-13,NaN,0.000,NaN,3.670,99.008,100,USA,81482500100,100,No,Yes,No,NaN,NaN
US AMERICA 2.5% 31.03.2027,USD,United States of America,US91282CEF41,Sovereign,2027-03-31,NaN,2.500,Semi-Annual,3.958,98.895,100,USA,60044711300,100,No,Yes,No,41.000,0.282
US AMERICA 4% 30.04.2032,USD,United States of America,US91282CNA52,Sovereign,2032-04-30,NaN,4.000,Semi-Annual,4.116,4.116,100,USA,47013040900,100,No,Yes,No,10.000,0.111
US AMERICA 3.875% 30.04.2030,USD,United States of America,US91282CMZ13,Sovereign,2030-04-30,NaN,3.880,Semi-Annual,3.972,99.402,100,USA,74793782100,100,No,Yes,No,10.000,0.107
US AMERICA 3.875% 30.09.2032,USD,United States of America,US91282CNZ04,Sovereign,2032-09-30,NaN,3.880,Semi-Annual,4.160,98.074,100,USA,46429711200,100,No,Yes,No,41.000,0.436
US AMERICA 3.5% 15.01.2029,USD,United States of America,US91282CPT26,Sovereign,2029-01-15,NaN,3.500,Semi-Annual,3.894,98.844,100,USA,74881959100,100,No,Yes,No,NaN,NaN
US AMERICA 4% 30.06.2028,USD,United States of America,US91282CHK09,Sovereign,2028-06-30,NaN,4.000,Semi-Annual,3.874,100.109,100,USA,42999664500,100,No,Yes,No,133.000,1.446
US AMERICA 4.375% 30.11.2028,USD,United States of America,US91282CJN20,Sovereign,2028-11-30,NaN,4.380,Semi-Annual,3.895,101.008,100,USA,55055033700,100,No,Yes,No,163.000,1.948
US AMERICA 2.875% 15.05.2028,USD,United States of America,US9128284N73,Sovereign,2028-05-15,NaN,2.880,Semi-Annual,3.888,97.914,100,USA,73143230800,100,No,Yes,No,179.000,1.398
US AMERICA 0% 25.06.2026,USD,United States of America,US912797TE71,Sovereign,2026-06-25,NaN,0.000,NaN,3.649,99.493,100,USA,173945198600,100,No,Yes,No,NaN,NaN
US AMERICA 4% 15.01.2027,USD,United States of America,US91282CJT99,Sovereign,2027-01-15,NaN,4.000,Semi-Annual,3.983,100.191,100,USA,51119747600,100,No,Yes,No,118.000,1.283
US AMERICA 3.875% 15.10.2027,USD,United States of America,US91282CLQ23,Sovereign,2027-10-15,NaN,3.880,Semi-Annual,3.828,99.969,100,USA,57648814000,100,No,Yes,No,26.000,0.277
US AMERICA 3.625% 30.09.2031,USD,United States of America,US91282CLM19,Sovereign,2031-09-30,NaN,3.630,Semi-Annual,4.068,97.570,100,USA,44900730600,100,No,Yes,No,41.000,0.408
US AMERICA 3.875% 31.03.2028,USD,United States of America,US91282CQH78,Sovereign,2028-03-31,NaN,3.880,Semi-Annual,3.870,99.895,100,USA,76129743700,100,No,Yes,No,NaN,NaN
US AMERICA 0% 27.11.2026,USD,United States of America,US912797SU23,Sovereign,2026-11-27,NaN,0.000,NaN,3.668,97.981,100,USA,52302103300,100,No,Yes,No,NaN,NaN
US AMERICA 3.75% 31.01.2031,USD,United States of America,US91282CPW54,Sovereign,2031-01-31,NaN,3.750,Semi-Annual,4.014,98.656,100,USA,74932853000,100,No,Yes,No,NaN,NaN
US AMERICA 3.375% 29.02.2028,USD,United States of America,US91282CQB09,Sovereign,2028-02-29,NaN,3.380,Semi-Annual,3.855,99.047,100,USA,77264442400,100,No,Yes,No,NaN,NaN
US AMERICA 0% 28.05.2026,USD,United States of America,US912797SW88,Sovereign,2026-05-28,NaN,0.000,NaN,3.598,99.774,100,USA,245645497900,100,No,Yes,No,NaN,NaN
US AMERICA 4% 15.11.2035,USD,United States of America,US91282CPJ44,Sovereign,2035-11-15,NaN,4.000,Semi-Annual,4.368,96.805,100,USA,137892443700,100,No,Yes,No,NaN,NaN
US AMERICA 1.375% 15.11.2031,USD,United States of America,US91282CDJ71,Sovereign,2031-11-15,NaN,1.380,Semi-Annual,4.099,86.371,100,USA,144585275900,100,No,Yes,No,179.000,0.669
US AMERICA 4% 29.02.2028,USD,United States of America,US91282CGP05,Sovereign,2028-02-29,NaN,4.000,Semi-Annual,3.869,100.117,100,USA,52169316800,100,No,Yes,No,71.000,0.785
US AMERICA 6.125% 15.11.2027,USD,United States of America,US912810FB99,Sovereign,2027-11-15,NR,6.130,Semi-Annual,4.010,103.016,100,USA,22021339000,100,No,No,No,179.000,2.979
US AMERICA 2.625% 15.02.2029,USD,United States of America,US9128286B18,Sovereign,2029-02-15,NaN,2.630,Semi-Annual,3.906,96.492,100,USA,80704475000,100,No,Yes,No,87.000,0.621
US AMERICA 2.75% 31.07.2027,USD,United States of America,US91282CFB28,Sovereign,2027-07-31,NaN,2.750,Semi-Annual,3.814,98.664,100,USA,49039678200,100,No,Yes,No,102.000,0.762
US AMERICA 2.375% 15.05.2027,USD,United States of America,US912828X885,Sovereign,2027-05-15,NaN,2.380,Semi-Annual,3.992,98.543,100,USA,68188220599,100,No,Yes,No,179.000,1.155
US AMERICA 4% 31.10.2029,USD,United States of America,US91282CFT36,Sovereign,2029-10-31,NaN,4.000,Semi-Annual,3.949,99.977,100,USA,34908022800,100,No,Yes,No,10.000,0.111
US AMERICA 3.125% 31.08.2027,USD,United States of America,US91282CFH97,Sovereign,2027-08-31,NaN,3.130,Semi-Annual,3.816,99.035,100,USA,49703903200,100,No,Yes,No,71.000,0.613
US AMERICA 3.875% 15.08.2034,USD,United States of America,US91282CLF67,Sovereign,2034-08-15,NaN,3.880,Semi-Annual,4.292,96.758,100,USA,128740374900,100,No,Yes,No,87.000,0.916
US AMERICA 4.125% 31.03.2031,USD,United States of America,US91282CKF76,Sovereign,2031-03-31,NaN,4.130,Semi-Annual,4.031,100.133,100,USA,42350914600,100,No,Yes,No,41.000,0.465
US AMERICA 0% 14.07.2026,USD,United States of America,US912797UP00,Sovereign,2026-07-14,NaN,0.000,NaN,3.631,99.307,100,USA,69514984400,100,No,Yes,No,NaN,NaN
US AMERICA 0% 24.12.2026,USD,United States of America,US912797TC16,Sovereign,2026-12-24,NaN,0.000,NaN,3.665,97.735,100,USA,52285412200,100,No,Yes,No,NaN,NaN
US AMERICA 4.125% 30.11.2029,USD,United States of America,US91282CMA61,Sovereign,2029-11-30,NaN,4.130,Semi-Annual,3.949,100.371,100,USA,74761031200,100,No,Yes,No,163.000,1.837
US AMERICA 4.625% 30.04.2029,USD,United States of America,US91282CKP58,Sovereign,2029-04-30,NaN,4.630,Semi-Annual,3.907,101.824,100,USA,70232305800,100,No,Yes,No,10.000,0.128
US AMERICA 0% 01.09.2026,USD,United States of America,US912797UW50,Sovereign,2026-01-09,NaN,0.000,NaN,3.695,98.812,100,USA,70975422200,100,No,Yes,No,NaN,0.000
US AMERICA 6.625% 15.02.2027,USD,United States of America,US912810EZ76,Sovereign,2027-02-15,NR,6.630,Semi-Annual,4.228,102.023,100,USA,9521971000,100,No,No,No,87.000,1.566
US AMERICA 1.375% 31.10.2028,USD,United States of America,US91282CDF59,Sovereign,2028-10-31,NaN,1.380,Semi-Annual,3.898,93.922,100,USA,67761325000,100,No,Yes,No,10.000,0.038
US AMERICA 3.625% 31.03.2028,USD,United States of America,US91282CGT27,Sovereign,2028-03-31,NaN,3.630,Semi-Annual,3.880,99.426,100,USA,42999809700,100,No,Yes,No,41.000,0.408
US AMERICA 3.375% 15.05.2033,USD,United States of America,US91282CHC82,Sovereign,2033-05-15,NaN,3.380,Semi-Annual,4.209,94.637,100,USA,108332778100,100,No,Yes,No,179.000,1.642
US AMERICA 3.625% 31.08.2030,USD,United States of America,US91282CNX55,Sovereign,2030-08-31,NaN,3.630,Semi-Annual,4.001,98.270,100,USA,78448335700,100,No,Yes,No,71.000,0.711
US AMERICA 2.125% 31.05.2026,USD,United States of America,US9128286X38,Sovereign,2026-05-31,NaN,2.130,Semi-Annual,6.814,99.875,100,USA,34012566900,100,No,Yes,No,163.000,0.946
US AMERICA 0.625% 31.03.2027,USD,United States of America,US912828ZE35,Sovereign,2027-03-31,NaN,0.630,Semi-Annual,3.959,97.246,100,USA,35888504700,100,No,Yes,No,41.000,0.070
US AMERICA 4.5% 15.11.2033,USD,United States of America,US91282CJJ18,Sovereign,2033-11-15,NaN,4.500,Semi-Annual,4.236,101.328,100,USA,114678295900,100,No,Yes,No,179.000,2.189
US AMERICA 3.125% 31.08.2029,USD,United States of America,US91282CFJ53,Sovereign,2029-08-31,NaN,3.130,Semi-Annual,3.939,97.316,100,USA,41030502000,100,No,Yes,No,71.000,0.613
US AMERICA 4.5% 15.02.2036,USD,United States of America,US912810FT08,Sovereign,2036-02-15,NR,4.500,Semi-Annual,4.306,101.074,100,USA,26397130000,100,No,Yes,No,87.000,1.064
US AMERICA 0% 27.08.2026,USD,United States of America,US912797TY36,Sovereign,2026-08-27,NaN,0.000,NaN,3.670,98.871,100,USA,79882216100,100,No,Yes,No,NaN,NaN
US AMERICA 4.875% 31.10.2028,USD,United States of America,US91282CJF95,Sovereign,2028-10-31,NaN,4.880,Semi-Annual,3.899,102.141,100,USA,51839331500,100,No,Yes,No,10.000,0.135
US AMERICA 1.625% 30.09.2026,USD,United States of America,US912828YG91,Sovereign,2026-09-30,NaN,1.630,Semi-Annual,4.232,99.164,100,USA,35324210400,100,No,Yes,No,41.000,0.183
US AMERICA 2.75% 31.05.2029,USD,United States of America,US91282CES61,Sovereign,2029-05-31,NaN,2.750,Semi-Annual,3.916,96.492,100,USA,46198124300,100,No,Yes,No,163.000,1.225
US AMERICA 4.375% 15.12.2026,USD,United States of America,US91282CJP77,Sovereign,2026-12-15,NaN,4.380,Semi-Annual,4.006,100.414,100,USA,49998646500,100,No,Yes,No,148.000,1.769
US AMERICA 2.75% 15.08.2032,USD,United States of America,US91282CFF32,Sovereign,2032-08-15,NaN,2.750,Semi-Annual,4.161,92.047,100,USA,119549203200,100,No,Yes,No,87.000,0.650
US AMERICA 0.875% 30.09.2026,USD,United States of America,US91282CCZ23,Sovereign,2026-09-30,NaN,0.880,Semi-Annual,4.251,98.871,100,USA,68246425300,100,No,Yes,No,41.000,0.099
US AMERICA 4.25% 30.11.2026,USD,United States of America,US91282CLY56,Sovereign,2026-11-30,NaN,4.250,Semi-Annual,4.049,100.305,100,USA,64571790700,100,No,Yes,No,163.000,1.893
US AMERICA 0% 03.09.2026,USD,United States of America,US912797RS85,Sovereign,2026-03-09,NaN,0.000,NaN,3.662,98.801,100,USA,130574924900,100,No,Yes,No,67.000,0.000
US AMERICA 0% 04.06.2026,USD,United States of America,US912797SX61,Sovereign,2026-04-06,NaN,0.000,NaN,3.636,99.703,100,USA,246103499700,100,No,Yes,No,NaN,NaN
US AMERICA 0.75% 31.05.2026,USD,United States of America,US91282CCF68,Sovereign,2026-05-31,NaN,0.750,Semi-Annual,6.963,99.773,100,USA,65231141000,100,No,Yes,No,163.000,0.334
US AMERICA 4.125% 15.11.2032,USD,United States of America,US91282CFV81,Sovereign,2032-11-15,NaN,4.130,Semi-Annual,4.175,99.496,100,USA,111255140400,100,No,Yes,No,179.000,2.006
US AMERICA 1.625% 15.08.2029,USD,United States of America,US912828YB05,Sovereign,2029-08-15,NaN,1.630,Semi-Annual,3.912,92.832,100,USA,92618670000,100,No,Yes,No,87.000,0.384
US AMERICA 3.75% 31.08.2031,USD,United States of America,US91282CLJ89,Sovereign,2031-08-31,NaN,3.750,Semi-Annual,4.062,98.227,100,USA,47498483900,100,No,Yes,No,71.000,0.736
US AMERICA 0% 07.05.2026,USD,United States of America,US912797SP38,Sovereign,2026-07-05,NaN,0.000,NaN,3.623,99.980,100,USA,257634877800,100,No,Yes,No,3.000,0.000
US AMERICA 4.625% 30.04.2031,USD,United States of America,US91282CKN01,Sovereign,2031-04-30,NaN,4.630,Semi-Annual,4.039,102.355,100,USA,44059745400,100,No,Yes,No,10.000,0.128
US AMERICA 3.5% 30.11.2030,USD,United States of America,US91282CPN55,Sovereign,2030-11-30,NaN,3.500,Semi-Annual,3.994,97.680,100,USA,78004638600,100,No,Yes,No,NaN,NaN
US AMERICA 3.625% 31.12.2030,USD,United States of America,US91282CPR69,Sovereign,2030-12-31,NaN,3.630,Semi-Annual,4.012,98.156,100,USA,77460086600,100,No,Yes,No,NaN,NaN
US AMERICA 3.5% 28.02.2031,USD,United States of America,US91282CQD64,Sovereign,2031-02-28,NaN,3.500,Semi-Annual,4.010,97.559,100,USA,78385492100,100,No,Yes,No,NaN,NaN
US AMERICA 2.25% 15.02.2027,USD,United States of America,US912828V988,Sovereign,2027-02-15,NaN,2.250,Semi-Annual,3.985,98.848,100,USA,61002868400,100,No,Yes,No,87.000,0.532
US AMERICA 4% 31.01.2029,USD,United States of America,US91282CJW29,Sovereign,2029-01-31,NaN,4.000,Semi-Annual,3.901,100.086,100,USA,60789591400,100,No,Yes,No,102.000,1.109
US AMERICA 1.625% 30.11.2026,USD,United States of America,US912828YU85,Sovereign,2026-11-30,NaN,1.630,Semi-Annual,4.060,98.840,100,USA,32632488100,100,No,Yes,No,163.000,0.724
US AMERICA 4.25% 28.02.2031,USD,United States of America,US91282CKC46,Sovereign,2031-02-28,NaN,4.250,Semi-Annual,4.026,100.703,100,USA,41165937800,100,No,Yes,No,71.000,0.834
US AMERICA 0% 11.08.2026,USD,United States of America,US912797UT22,Sovereign,2026-11-08,NaN,0.000,NaN,3.661,99.025,100,USA,69769193500,100,No,Yes,No,NaN,NaN
US AMERICA 0% 11.06.2026,USD,United States of America,US912797QX89,Sovereign,2026-11-06,NaN,0.000,NaN,3.651,99.632,100,USA,298805362100,100,No,Yes,No,151.000,0.000
US AMERICA 3.375% 15.09.2028,USD,United States of America,US91282CNY39,Sovereign,2028-09-15,NaN,3.380,Semi-Annual,3.498,3.498,100,USA,57999399100,100,No,Yes,No,56.000,0.522
US AMERICA 3.875% 15.07.2028,USD,United States of America,US91282CNM90,Sovereign,2028-07-15,NaN,3.880,Semi-Annual,3.882,99.844,100,USA,64862560600,100,No,Yes,No,118.000,1.243
US AMERICA 0.625% 15.05.2030,USD,United States of America,US912828ZQ64,Sovereign,2030-05-15,NaN,0.630,Semi-Annual,3.988,87.383,100,USA,109704721500,100,No,Yes,No,179.000,0.304
US AMERICA 3.875% 31.07.2027,USD,United States of America,US91282CNP22,Sovereign,2027-07-31,NaN,3.880,Semi-Annual,3.799,100.020,100,USA,72888287500,100,No,Yes,No,102.000,1.074
US AMERICA 4.625% 15.10.2026,USD,United States of America,US91282CJC64,Sovereign,2026-10-15,NaN,4.630,Semi-Annual,4.147,100.410,100,USA,42449811500,100,No,Yes,No,26.000,0.330
US AMERICA 4% 31.07.2030,USD,United States of America,US91282CHR51,Sovereign,2030-07-31,NaN,4.000,Semi-Annual,3.983,99.777,100,USA,33760308600,100,No,Yes,No,102.000,1.109
US AMERICA 0% 14.05.2026,USD,United States of America,US912797QN08,Sovereign,2026-05-14,NaN,0.000,NaN,3.619,99.911,100,USA,307567226400,100,No,Yes,No,179.000,0.000
US AMERICA 2.75% 30.04.2027,USD,United States of America,US91282CEN74,Sovereign,2027-04-30,NaN,2.750,Semi-Annual,3.731,99.004,100,USA,54915875700,100,No,Yes,No,10.000,0.076
US AMERICA 3.875% 15.03.2028,USD,United States of America,US91282CMS79,Sovereign,2028-03-15,NaN,3.880,Semi-Annual,3.877,99.891,100,USA,58981363000,100,No,Yes,No,56.000,0.599
US AMERICA 3.625% 31.03.2030,USD,United States of America,US91282CGS44,Sovereign,2030-03-31,NaN,3.630,Semi-Annual,3.972,98.555,100,USA,33994910500,100,No,Yes,No,41.000,0.408
US AMERICA 3.875% 31.03.2027,USD,United States of America,US91282CMV09,Sovereign,2027-03-31,NaN,3.880,Semi-Annual,3.989,3.989,100,USA,70776196800,100,No,Yes,No,41.000,0.436
US AMERICA 4.25% 30.06.2029,USD,United States of America,US91282CKX82,Sovereign,2029-06-30,NaN,4.250,Semi-Annual,3.922,100.773,100,USA,72149783400,100,No,Yes,No,133.000,1.536
US AMERICA 1.25% 31.12.2026,USD,United States of America,US91282CDQ15,Sovereign,2026-12-31,NaN,1.250,Semi-Annual,4.032,98.422,100,USA,63499191500,100,No,Yes,No,133.000,0.452
US AMERICA 0% 01.10.2026,USD,United States of America,US912797SA68,Sovereign,2026-01-10,NaN,0.000,NaN,3.673,98.520,100,USA,134245063699,100,No,Yes,No,39.000,0.000
US AMERICA 0% 21.07.2026,USD,United States of America,US912797UQ82,Sovereign,2026-07-21,NaN,0.000,NaN,3.638,99.237,100,USA,69475491100,100,No,Yes,No,NaN,NaN
